n/a;code;type;class;specific;#set;tier;drop1;drop2;eol;hidden;rarity;#sortC;#sortG;#tvfr;#tvto;#bv1fr;#bv1to;#bv2fr;#bv2to;#bv3fr;#bv3to;#tvsum;#tvdiff;#check;a1;val;#steps;#calc;a2;val;#steps;#calc;a3;val;#steps;#calc;a4;val;#steps;#calc;a5;val;#steps;#calc;a6;val;#steps;#calc;a7;val;#steps;#calc;a8;val;#steps;#calc;a9;val;#steps;#calc;a10;val;#steps;#calc;a11;val;#steps;#calc;eol;base_subtypes;#dif;#est;#est;#dps;#dmgr;mind;maxd;#avgd;at;#at%;are;tgt;rng;#rng%;vlc;kbk;pnc;bnc;cnt;ang;pts;eol;invart;invvariant;envart;envvariant;picksfx;dropsfx;eol
;ElectricCarrot;reli;none;;none;2;;;0;FALSE;rare;rrelnon23r;r2relnon3r;64;84;0;0;0;0;16;32;101;4;0;;;;;;;;;;;;;bski;36;4;4;ms;65;65;52;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/ElectricCarrot_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;MagicSand;reli;none;;none;2;;;0;FALSE;epic;rrelnon24e;r2relnon4e;96;118;0;0;0;0;22;43;115;-15;0;MagicSand;30;15;15%;;;;;brer;40;5;5;bski;45;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/GhostlyMatter_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;CrystalBall;reli;none;;none;2;;;0;FALSE;epic;rrelnon24e;r2relnon4e;96;118;0;0;0;0;22;43;123;-7;0;CrystalBall;60;10;100%;;;;;;;;;bski;63;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/CrystalBall_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;ColorlessRainbow;reli;none;;none;2;;;0;FALSE;epic;rrelnon24e;r2relnon4e;96;118;0;0;0;0;22;43;134;4;0;ColorlessRainbow;1;1;;;;;;brer;40;5;5;bski;45;5;5;sp8;48;2;-20%;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/ColorlessRainbow_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;DesertRose;reli;none;;none;2;;;0;FALSE;myth;rrelnon25m;r2relnon5m;140;140;0;0;0;0;54;54;185;38;;DesertRose;185;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/DesertRose_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;FlyingCarpet;reli;none;;none;2;;;0;FALSE;myth;rrelnon25m;r2relnon5m;140;140;0;0;0;0;54;54;158;11;0;FlyingCarpet;60;1;;;;;;;;;;bski;18;2;2;ms%;80;10;8%;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/FlyingCarpet_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;StrategicallyFriedRice;reli;none;;none;2;;;0;FALSE;myth;rrelnon25m;r2relnon5m;140;140;0;0;0;0;54;54;147;0;0;;;;;bban;28;7;7;brer;56;7;7;bski;63;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/StrategicallyFriedRice_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;TheSlab;reli;none;;none;2;;;0;FALSE;myth;rrelnon25m;r2relnon5m;140;140;0;0;0;0;54;54;151;4;0;;;;;;;;;brer;24;3;3;bski;27;3;3;hr-;50;5;-0.5;sp6;150;50;50;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheSlab_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;TheBlackLamp;reli;none;;none;2;;;0;FALSE;myth;rrelnon25m;r2relnon5m;140;140;0;0;0;0;54;54;161;14;0;TheBlackLamp;45;1;305;;;;;brer;24;3;3;bski;27;3;3;msm%;40;40;3.8%;msl%;25;25;5%;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheBlackLamp_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;TheTomes;reli;none;;none;2;;;0;FALSE;myth;rrelnon25m;r2relnon5m;140;140;0;0;0;0;54;54;148;1;0;TheTomes;80;1;80;;;;;brer;32;4;4;bski;36;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Reli_Tusk_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheTomes_Spr;default;Items/ItemsEnv/Reli_01_Spr;default;Item_Relic_02_Pick;Item_Relic_02_Drop;0
;TheApprentice;ring;none;;none;2;;;0;FALSE;rare;rrinnon23r;r2rinnon3r;44;58;0;0;0;0;21;42;69;2;0;;;;;;;;;;;;;;;;;xp%;125;125;30%;mse%-;13;13;-2.9%;msm%-;26;26;-2.5%;msl%-;17;17;-3.4%;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_03_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;SorcerorsRing;ring;none;;none;2;;;0;FALSE;epic;rrinnon24e;r2rinnon4e;67;82;0;0;0;0;34;56;95;5;0;;;;;;;;;;;;;msl%;50;50;10%;h-;30;30;-30;cd%;75;75;45%;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Demonic_01_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;FarmersRing;ring;none;;none;2;;;0;FALSE;epic;rrinnon24e;r2rinnon4e;67;82;0;0;0;0;34;56;200;110;;;;;;;;;;;;;;;;;;miuniq%;200;200;10%;;;;;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_01_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;MirageRing;ring;none;;none;2;;;0;FALSE;myth;rrinnon25m;r2rinnon5m;98;98;0;0;0;0;56;70;100;-3;0;;;;;;;;;;;;;;;;;;;;;mir%;100;100;100%;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_02_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;GenieRing;ring;none;;none;2;;;0;FALSE;myth;rrinnon25m;r2rinnon5m;98;98;0;0;0;0;56;70;1;-102;;GenieRing;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Basic_01_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;Critter;ring;none;;none;2;;;0;FALSE;myth;rrinnon25m;r2rinnon5m;98;98;0;0;0;0;56;70;110;7;0;Critter;40;40;60%;;;;;;;;;msa%;70;70;44.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Ring_Basic_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Ring_Hand_01_Spr;default;Items/ItemsEnv/Ring_01_Spr;default;Item_Ring_Pick;Item_Ring_Drop;0
;TheWhaleOfTheDesertSeas;tors;heavy;;none;2;;;0;FALSE;myth;rtorhea25m;r2torhea5m;279;279;48;48;0;0;56;56;292;-1;0;;;;;a;60;60;60;;;;;rev;112;2;2;h%;70;35;28%;h;50;50;50;;;;;;;;;;;;;;;;;;;;;0;Tors_PlateBreast_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheWhaleOfTheDesertSeas_Spr;default;Items/ItemsEnv/Tors_Heavy_01_Spr;default;Item_Armor_PlateBreast_Pick;Item_Armor_PlateBreast_Drop;0
;Zaratan;tors;heavy;;none;2;;;0;FALSE;myth;rtorhea25m;r2torhea5m;279;279;48;48;0;0;56;56;301;8;0;;;;;a;40;40;40;;;;;rev;56;1;1;d%;200;200;80%;are%;65;65;45.5%;as%-;60;60;-24%;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/Zaratan_Spr;default;Items/ItemsEnv/Tors_Heavy_01_Spr;default;Item_Armor_PlateBreast_Pick;Item_Armor_PlateBreast_Drop;0
;TheCaterpillar;tors;light;;none;2;;;0;FALSE;epic;rtorlig24e;r2torlig4e;191;235;31;39;0;0;56;56;246;-13;0;TheCaterpillar;50;2;4000;a;40;40;40;;;;;rev;56;1;1;d%;100;100;40%;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheCaterpillar_Spr;default;Items/ItemsEnv/Head_Hood_01_Spr;default;Item_Hood_Pick;Item_Hood_Drop;0
;TheNomadOfTheDune;tors;light;;none;2;;;0;FALSE;myth;rtorlig25m;r2torlig5m;279;279;48;48;0;0;56;56;301;8;0;;;;;a;10;10;10;;;;;rev;56;1;1;cr%;60;60;30%;xp%;125;125;30%;hr;50;5;0.5;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheNomadOfTheDune_Spr;default;Items/ItemsEnv/Tors_Light_01_Spr;default;Item_Armor_Cloth_Pick;Item_Armor_Cloth_Drop;0
;TheTrailedWanderer;tors;light;;none;2;;;0;FALSE;myth;rtorlig25m;r2torlig5m;279;279;48;48;0;0;56;56;296;3;0;;;;;a;10;10;10;;;;;rev;56;1;1;d%;200;200;80%;msl%;30;30;6%;;;;;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/BlackCape_Spr;default;Items/ItemsEnv/Tors_Light_01_Spr;default;Item_Armor_Cloth_Pick;Item_Armor_Cloth_Drop;0
;Dodger;tors;light;;none;2;;;0;FALSE;myth;rtorlig25m;r2torlig5m;279;279;48;48;0;0;56;56;302;9;0;Dodger;96;6;600%;a;10;10;10;;;;;rev;56;1;1;ms;60;60;48;e;80;80;80;;;;;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Tors_DarkGarment_03_Spr;default;Items/ItemsEnv/Tors_Light_01_Spr;default;Item_Armor_Cloth_Pick;Item_Armor_Cloth_Drop;0
;TheLoneWolf;tors;medium;;none;2;;;0;FALSE;myth;rtormed25m;r2tormed5m;279;279;48;48;0;0;56;56;289;-4;0;TheLoneWolf;14;1;;a;29;29;29;;;;;rev;56;1;1;ad%;150;150;90%;ms;40;40;32;;;;;;;;;;;;;;;;;;;;;0;Tors_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheLoneWolf_Spr;default;Items/ItemsEnv/Tors_Medium_01_Spr;default;Item_Armor_Leather_Pick;Item_Armor_Leather_Drop;0
;TheScarab;tors;medium;;none;2;;;0;FALSE;myth;rtormed25m;r2tormed5m;279;279;48;48;0;0;56;56;321;28;;;;;;a;40;40;40;;;;;rev;56;1;1;pd%;225;225;135%;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheScarab_Spr;default;Items/ItemsEnv/Tors_Medium_01_Spr;default;Item_Armor_Leather_Pick;Item_Armor_Leather_Drop;0
;TheEvilWardrobe;tors;none;;none;2;;;0;FALSE;epic;rtornon24e;r2tornon4e;191;235;31;39;0;0;56;56;259;0;0;TheEvilWardrobe;20;20;1000%;a;23;23;23;;;;;rev;56;1;1;d%;160;160;64%;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheEvilWardrobe_Spr;default;Items/ItemsEnv/Tors_Medium_01_Spr;default;Item_Armor_Leather_Pick;Item_Armor_Leather_Drop;0
;CamelsBack;tors;none;;none;2;;;0;FALSE;epic;rtornon24e;r2tornon4e;191;235;31;39;0;0;56;56;251;-8;0;CamelsBack;15;5;15;h;80;80;80;;;;;rev;56;1;1;d%;100;100;40%;;;;;;;;;;;;;;;;;;;;;;;;;0;Tors_ClothRobe_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/CamelsBack_Spr;default;Items/ItemsEnv/Tors_Medium_01_Spr;default;Item_Armor_Leather_Pick;Item_Armor_Leather_Drop;0
;BlueBelt;wais;none;;none;2;;;0;FALSE;rare;rwainon23r;r2wainon3r;32;42;3;4;0;0;0;0;50;2;0;;;;;;;;;;;;;;;;;msa%;50;50;32%;;;;;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/BlueBelt_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;TheCode;wais;none;;none;2;;;0;FALSE;rare;rwainon23r;r2wainon3r;32;42;3;4;0;0;0;0;45;-3;0;TheCode;45;3;-30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheCode_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;Waste;wais;none;;none;2;;;0;FALSE;epic;rwainon24e;r2wainon4e;48;59;4;5;0;0;0;0;55;-10;;;;;;;;;;;;;;;;;;msm%;75;75;7.2%;hr-;20;2;-0.2;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Wais_Leather_02_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;TheBelt;wais;none;;none;2;;;0;FALSE;epic;rwainon24e;r2wainon4e;48;59;4;5;0;0;0;0;103;38;;TheBelt;100;100;10%;a;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Wais_Leather_02_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;SilkRoad;wais;none;;none;2;;;0;FALSE;myth;rwainon25m;r2wainon5m;70;70;6;6;0;0;0;0;84;10;0;;;;;a;4;4;4;;;;;;;;;msl%;50;50;10%;pul;30;30;2400;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/GoodRope_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;PharaohBelt;wais;none;;none;2;;;0;FALSE;myth;rwainon25m;r2wainon5m;70;70;6;6;0;0;0;0;84;10;0;;;;;a;4;4;4;;;;;;;;;pul;80;80;6400;;;;;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Wais_Leather_01_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;TheBlackFrame;wais;none;;none;2;;;0;FALSE;myth;rwainon25m;r2wainon5m;70;70;6;6;0;0;0;0;74;0;0;;;;;a;4;4;4;;;;;;;;;ccc%;100;100;11%;hol-;30;10;-20;;;;;;;;;;;;;;;;;;;;;0;Wais_Leather_01;;;;;;;;;;;;;;;;;;;;;;0;Items/ItemsInv/Uniques/TheBlackFrame_Spr;default;Items/ItemsEnv/Wais_Light_01_Spr;default;Item_Belt_Pick;Item_Belt_Drop;0
;TheAnqa;weap;w2hs;Warrior;none;2;;;0;FALSE;rare;rweaw2hWar23r;r2weaw2hWar3r;127;167;81;106;0;0;0;0;203;11;0;TheAnqa;100;100;120%;d%;103;103;41.2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;3.26;600;598;184;0.82;83;119;101;0.55;1.18;1.15;2.76;;1;;;;;;;1;0;Items/ItemsInv/Uniques/TheAnqa_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;TheEagler;weap;w2hs;Warrior;none;2;;;0;FALSE;epic;rweaw2hWar24e;r2weaw2hWar4e;191;235;101;125;0;0;0;0;260;1;0;;;;;d%;125;125;50%;;;;;;;;;as%;90;90;36%;ad%;45;45;27%;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;3.26;600;598;184;0.82;83;119;101;0.55;1.18;1.15;2.76;;1;;;;;;;1;0;Items/ItemsInv/Uniques/TheEagler_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;Sandsword;weap;w2hs;Warrior;none;2;;;0;FALSE;epic;rweaw2hWar24e;r2weaw2hWar4e;191;235;101;125;0;0;0;0;254;-5;0;;;;;d%;104;104;41.6%;;;;;;;;;sp6;150;50;;;;;;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;3.26;600;598;184;0.82;83;119;101;0.55;1.18;1.15;2.76;;1;;;;;;;1;0;Items/ItemsInv/Uniques/Sandsword_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;TheNameOfTheDesert;weap;w2hs;Warrior;none;2;;;0;FALSE;myth;rweaw2hWar25m;r2weaw2hWar5m;279;279;150;150;0;0;0;0;295;2;0;TheNameOfTheDesert;80;2;110;d%;150;150;60%;;;;;;;;;as%;30;30;12%;sd%;35;35;21%;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;3.26;600;598;184;0.82;83;119;101;0.55;1.18;1.15;2.76;;1;;;;;;;1;0;Items/ItemsInv/Uniques/TheNameOfTheDesert_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;TheScorpionQueen;weap;w2hs;Warrior;none;2;;;0;FALSE;myth;rweaw2hWar25m;r2weaw2hWar5m;279;279;150;150;0;0;0;0;300;7;0;TheScorpionQueen;80;20;20%;d%;100;100;40%;;;;;;;;;as%;70;70;28%;sd%;50;50;30%;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;3.26;600;598;184;0.82;83;119;101;0.55;1.18;1.15;2.76;;1;;;;;;;1;0;Items/ItemsInv/Uniques/TheScorpionQueen_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;TheShadowTrail;weap;w2hs;Warrior;none;2;;;0;FALSE;myth;rweaw2hWar25m;r2weaw2hWar5m;279;279;150;150;0;0;0;0;305;12;0;TheShadowTrail;80;40;40%;d%;100;100;40%;;;;;;;;;std%;125;125;150%;;;;;;;;;;;;;;;;;;;;;;;;;0;W2hs_Basic_01;4.05;600;598;148.1;0.82;57;82;69.5;0.47;1.18;1.44;3.43;;1;;;;;;;1;0;Items/ItemsInv/Uniques/TheShadowTrail_Spr;default;Items/ItemsEnv/W2hs_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;TheFeedBacker;weap;waxe;Barbarian;none;2;;;0;FALSE;rare;rweawaxBar23r;r2weawaxBar3r;127;167;81;106;0;0;0;0;200;8;0;;;;;d%;200;200;80%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Waxe_Basic_02;2.83;690;690;243.8;0.82;222;319;270.5;1.11;0.97;1.22;2.92;;1;;;;;;;1;0;Items/ItemsInv/Uniques/TheFeedBacker_Spr;default;Items/ItemsEnv/Waxe_Basic_01_Spr;default;Item_Weapon_Axe_Pick;Item_Weapon_Axe_Drop;0
;TheCarver;weap;waxe;Barbarian;none;2;;;0;FALSE;epic;rweawaxBar24e;r2weawaxBar4e;191;235;101;125;0;0;0;0;255;-4;0;;;;;d%;125;125;50%;;;;;;;;;ad%;100;100;60%;msm%;30;30;2.9%;;;;;;;;;;;;;;;;;;;;;0;Waxe_Basic_02;3.42;600;599;175.4;0.82;82;118;100;0.57;1.17;1.22;2.92;;1;;;;;;;1;0;Items/ItemsInv/Uniques/TheCarver_Spr;default;Items/ItemsEnv/Waxe_Basic_01_Spr;default;Item_Weapon_Axe_Pick;Item_Weapon_Axe_Drop;0
;Axident;weap;waxe;Barbarian;none;2;;;0;FALSE;epic;rweawaxBar24e;r2weawaxBar4e;191;235;101;125;0;0;0;0;270;11;0;Axident;120;15;15%;d%;125;125;50%;;;;;;;;;msm%;25;25;2.4%;;;;;;;;;;;;;;;;;;;;;;;;;0;Waxe_Basic_02;3.42;600;599;175.4;0.82;82;118;100;0.57;1.17;1.22;2.92;;1;;;;;;;1;0;Items/ItemsInv/Uniques/Axident_Spr;default;Items/ItemsEnv/Waxe_Basic_01_Spr;default;Item_Weapon_Axe_Pick;Item_Weapon_Axe_Drop;0
;Karkadann;weap;waxe;Barbarian;none;2;;;0;FALSE;myth;rweawaxBar25m;r2weawaxBar5m;279;279;150;150;0;0;0;0;300;7;0;;;;;d%;150;150;60%;;;;;;;;;h;75;75;;deu%;75;75;375%;;;;;;;;;;;;;;;;;;;;;0;Waxe_Basic_02;3.42;600;599;175.4;0.82;82;118;100;0.57;1.17;1.22;2.92;;1;;;;;;;1;0;Items/ItemsInv/Uniques/Karkadann_Spr;default;Items/ItemsEnv/Waxe_Basic_01_Spr;default;Item_Weapon_Axe_Pick;Item_Weapon_Axe_Drop;0
;ShyWhoLuud;weap;waxe;Barbarian;none;2;;;0;FALSE;myth;rweawaxBar25m;r2weawaxBar5m;279;279;150;150;0;0;0;0;301;8;0;;;;;d%;180;180;72%;;;;;;;;;are%;40;40;28%;bski;81;9;9;;;;;;;;;;;;;;;;;;;;;0;Waxe_Basic_02;3.42;600;599;175.4;0.82;82;118;100;0.57;1.17;1.22;2.92;;1;;;;;;;1;0;Items/ItemsInv/Uniques/ShyWhoLuud_Spr;default;Items/ItemsEnv/Waxe_Basic_01_Spr;default;Item_Weapon_Axe_Pick;Item_Weapon_Axe_Drop;0
;Sharpshooter;weap;wbow;Ranger;none;2;;;0;FALSE;rare;rweawboRan23r;r2weawboRan3r;127;167;81;106;0;0;0;0;201;9;0;;;;;d%;106;106;42.4%;;;;;;;;;ad%;25;25;15%;acc%;50;50;5.5%;v%;5;5;40%;rng%;15;15;45%;;;;;;;;;;;;;0;Wbow_Basic_01;2.51;600;466;239;0.7;77;143;110;0.46;1.24;0.032;0.54;6.2;2.08;18;0;4;0;1;10;1;0;Items/ItemsInv/Uniques/Sharpshooter_Spr;default;Items/ItemsEnv/Wbow_Basic_01_Spr;default;Item_Wood_Pick;Item_Wood_Drop;0
;FireStarter;weap;wbow;Ranger;none;2;;;0;FALSE;epic;rweawboRan24e;r2weawboRan4e;191;235;101;125;0;0;0;0;265;6;0;FireStarter;20;10;50%;d%;125;125;50%;;;;;;;;;cd%;70;70;42%;as%;50;50;20%;;;;;;;;;;;;;;;;;;;;;0;Wbow_Basic_01;2.51;600;466;239;0.7;77;143;110;0.46;1.24;0.032;0.54;6.2;2.08;18;0;4;0;1;10;1;0;Items/ItemsInv/Uniques/FireStarter_Spr;default;Items/ItemsEnv/Wbow_Basic_01_Spr;default;Item_Wood_Pick;Item_Wood_Drop;0
;TheGoldenBow;weap;wbow;Ranger;none;2;;;0;FALSE;myth;rweawboRan25m;r2weawboRan5m;279;279;150;150;0;0;0;0;290;-3;0;;;;;d%;150;150;60%;;;;;;;;;msm%;140;140;13.4%;;;;;;;;;;;;;;;;;;;;;;;;;0;Wbow_Basic_01;2.51;600;466;239;0.7;77;143;110;0.46;1.24;0.032;0.54;6.2;2.08;18;0;4;0;1;10;1;0;Items/ItemsInv/Uniques/TheGoldenBow_Spr;default;Items/ItemsEnv/Wbow_Basic_01_Spr;default;Item_Wood_Pick;Item_Wood_Drop;0
;DuellingWinds;weap;wbow;Ranger;none;2;;;0;FALSE;myth;rweawboRan25m;r2weawboRan5m;279;279;150;150;0;0;0;0;294;1;0;DuellingWinds;44;2;1600%;d%;150;150;60%;;;;;;;;;sd%;25;25;15%;as%;75;75;30%;;;;;;;;;;;;;;;;;;;;;0;Wbow_Basic_01;2.51;600;466;239;0.7;77;143;110;0.46;1.24;0.032;0.54;6.2;2.08;18;0;4;0;1;10;1;0;Items/ItemsInv/Uniques/DuellingWinds_Spr;default;Items/ItemsEnv/Wbow_Basic_01_Spr;default;Item_Wood_Pick;Item_Wood_Drop;0
;FishKnife;weap;wkni;Assassin;none;2;;;0;FALSE;rare;rweawknAss23r;r2weawknAss3r;127;167;81;106;0;0;0;0;190;-2;0;;;;;d%;106;106;42.4%;;;;;;;;;acc%;75;75;8.3%;bski;9;1;1;;;;;;;;;;;;;;;;;;;;;0;Wkni_Basic_01;5.24;600;685;114.5;0.75;43;72;57.5;0.5;1.21;0.81;1.97;;1;;;;;;;2;0;Items/ItemsInv/Uniques/FishKnife_Spr;default;Items/ItemsEnv/Wkni_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
;Tooltip;weap;wkni;Assassin;none;2;;;0;FALSE;epic;rweawknAss24e;r2weawknAss4e;191;235;101;125;0;0;0;0;262;3;0;Tooltip;7;1;;d%;125;125;50%;;;;;;;;;as%;50;50;20%;auoh11;80;20;40%;;;;;;;;;;;;;;;;;;;;;0;Wkni_Basic_01;5.24;600;685;114.5;0.75;43;72;57.5;0.5;1.21;0.81;1.97;;1;;;;;;;2;0;Items/ItemsInv/Uniques/Tooltip_Spr;default;Items/ItemsEnv/Wkni_Basic_01_Spr;default;Item_Weapon_Sword_Pick;Item_Weapon_Sword_Drop;0
