n/a;code;#desc;#sort1;#t;#elite;#sec;isboss;team;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;#tag1;#tag2;#tag3;#tag4;#family;persona;#minm;#mint2;#mint3;#mint4;#mint5;#200val;#;#rfr;#ms;#hits;#barrier;#dps;#dmg;#at;#are;#vlc;#aicd;#status;#pnc;#dur;tas;tam;mint1;rfr;val;#avgv;#maxv;#wcnt;#avggr;mingr;maxgr;max;#;smvm;shp;shpr;s%red;s%res;skbkres;sstares;schadod;shit;#;#mvmB;mvm;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#;#ghits;#;#;#;#;#;#;#;#;#;#hpB;#hits;hp;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#hprB;#hprs;#hpr%;hpr;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;%red;#%red;_gro;%res;#%res;_gro;kbkres;#kbkres;_gro;stares;#stares;_gro;chadod;#chadod;_gro;hit;#hit;_gro;#hit;#drops;#avgxp;#xphpm;xpdrop;#xpdrop;_gro;xpdr%;tpdrop;#avgg1;#avgg2;#avgg3;#avgg4;#avgg5;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;goldr%;#enekidrop;#percdrop;#avgh;pdrop%;#enekidrop;#percdrop;pickup1;probw;pickup2;probw;pickup3;probw;pickup4;probw;eol;idrop%;#enekidrop;#percdrop;iam1;iam2;iam3;iam4;iam5;#iam1;#iam2;#iam3;#iam4;#iam5;#iamavg;#ntru1;#mtru1;#ngro1;#mgro1;brok;#brok;_gro1;#ntru2;#mtru2;#ngro2;#mgro2;comm;#comm;_gro2;#ntru3;#mtru3;#ngro3;#mgro3;rare;#rare;_gro3;#ntru4;#mtru4;#ngro4;#mgro4;epic;#epic;_gro4;#ntru5;#mtru5;#ngro5;#mgro5;myth;#myth;_gro5;#ntru6;#mtru6;#ngro6;#mgro6;immo;#immo;_gro6;#wsum0;#wsum20;treasure1;val1;#%;treasure2;val2;#%;treasure3;val3;#%;treasure4;val4;#%;treasure5;val5;#%;treasure6;val6;#%;treasure7;val7;#%;treasure8;val8;#%;treasure9;val9;#%;#t;eol;entity;variant;ai;ais_1;ability_1;ais_2;ability_2;ais_3;ability_3;ais_4;ability_4;ais_5;ability_5;ais_6;ability_6;ais_7;ability_7;ais_8;ability_8;ais_9;ability_9;ais_10;ability_10;ais_11;ability_11;ais_12;ability_12;ais_13;ability_13;ais_14;ability_14;ais_15;ability_15;ais_16;ability_16;ais_17;ability_17;ais_18;ability_18;ais_19;ability_19;ais_20;ability_20;ais_21;ability_21;ais_22;ability_22;eol;passive_1;passive_2;passive_3;eol
;ArcherSandHoming;;21ArcherSandHoming;2;0;;Minion;enemy;;;;Rng;DPS;;Con;;;;;Skeletal;Homing;Ranged;;fSkel;pSkel;#REF!;;;;;6 + 54s;;9;1.34;0.8;0%;8.2;20;2.45;0.022;5.9;0.5;0;0;0;TRUE;1;9;9;16;48;96;5.6;3;2;4;6;;1;1;1;1;1;1;1;1;1;;;1.2;2.4;0;1.04;1.27;2.6;0;1.01;1.34;2.7;0;0.98;1.42;2.8;0;0.95;1.49;2.9;0;0.93;;0.89;2;0.75;2.7;0.62;3.3;1.2;8.3;1.6;14;;0.77;88;880;0;9;128;1856;0;13.5;246;4674;0;18;880;20680;0;22.5;1672;46816;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;23.57;14;1.01;14;14;0;1;0;2.4;14.1;37.7;73.1;120.2;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;11;33;0;2;66;198;0;2;176;528;0;2;341;1023;0;2;561;1683;0;2;0.1571;6.4;15.7%;0;0.0056;179;0.56%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0589;0.2;5.89%;1;0;0;0;0;100%;';';';';1;4.33%;0%;73.5%;0%;300;0;-1;1.44%;4.63%;24.5%;78.6%;100;100;0;0.11%;1.04%;1.84%;17.7%;7.5;22.5;2;0.011%;0.17%;0.18%;2.95%;0.75;3.75;4;0.001%;0.042%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcher/SkeletonArcher_Fab;desatskyblue;ai_missile;missile;ArcherHoming_Missile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;0
;ArcherMossHoming;homing attack;31ArcherMossHoming;3;0;;Minion;enemy;;;;Rng;DPS;;Con;;;;;Skeletal;Homing;Ranged;;fSkel;pSkel;#REF!;;;;;6 + 54s;;9;1.34;0.8;0%;8.2;20;2.45;0.022;5.9;0.5;0;0;0;TRUE;1;9;9;16;48;96;5.6;3;2;4;6;;1;1;1;1;1;1;1;1;1;;;1.2;2.4;0;1.04;1.27;2.6;0;1.01;1.34;2.7;0;0.98;1.42;2.8;0;0.95;1.49;2.9;0;0.93;;0.89;2;0.75;2.7;0.62;3.3;1.2;8.3;1.6;14;;0.77;88;880;0;9;128;1856;0;13.5;246;4674;0;18;880;20680;0;22.5;1672;46816;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;23.57;14;1.01;14;14;0;1;0;2.4;14.1;37.7;73.1;120.2;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;11;33;0;2;66;198;0;2;176;528;0;2;341;1023;0;2;561;1683;0;2;0.1571;6.4;15.7%;0;0.0056;179;0.56%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0589;0.2;5.89%;1;0;0;0;0;100%;';';';';1;4.33%;0%;73.5%;0%;300;0;-1;1.44%;4.63%;24.5%;78.6%;100;100;0;0.11%;1.04%;1.84%;17.7%;7.5;22.5;2;0.011%;0.17%;0.18%;2.95%;0.75;3.75;4;0.001%;0.042%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcherMoss/SkeletonArcherMoss_Fab;desatskyblue;ai_missile;missile;ArcherHoming_Missile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;0
;ArcherLightning;;11ArcherLightning;1;0;;Minion;enemy;;;;Rng;;Nuk;;;;Mob;;Skeletal;Lightning;Ranged;;fSkel;pSkel;#REF!;;;;;6 + 54s;;9;2.1;1;0%;6.9;18;2.6;0.022;9;0.5;0;0;0;TRUE;1;8;9;16;48;96;5.6;3;2;4;6;;1;1;1;1;1;1;1;1;1;;;1.9;3.4;0;0.8;2;3.5;0;0.77;2.1;3.7;0;0.75;2.2;3.8;0;0.73;2.4;4.1;0;0.69;;1.1;2.5;0.94;3.4;0.78;4.1;1.5;10;2;18;;0.98;110;1100;0;9;160;2320;0;13.5;308;5852;0;18;1100;25850;0;22.5;2090;58520;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;23.57;14;1.01;14;14;0;1;0;2.4;14.1;37.7;73.1;120.2;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;10.5;33;0;2;66;198;0;2;176;528;0;2;341;1023;0;2;561;1683;0;2;0.1571;6.4;15.7%;0;0.0056;179;0.56%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0589;17;5.89%;1;;;;;100%;';';';';1;4.33%;0%;73.5%;0%;300;0;-1;1.44%;4.63%;24.5%;78.6%;100;100;0;0.11%;1.04%;1.84%;17.7%;7.5;22.5;2;0.011%;0.17%;0.18%;2.95%;0.75;3.75;4;0.001%;0.042%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcher/SkeletonArcher_Fab;white;ai_missile;missile;ArcherLightning_Missile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;ArcherSandLightning;;21ArcherSandLightning;2;0;;Minion;enemy;;;;Rng;;Nuk;;;;Mob;;Skeletal;Lightning;Ranged;;fSkel;pSkel;#REF!;;;;;6 + 54s;;9;2.1;1;0%;6.9;18;2.6;0.022;9;0.5;0;0;0;TRUE;1;8;9;16;48;96;5.6;3;2;4;6;;1;1;1;1;1;1;1;1;1;;;1.9;3.4;0;0.8;2;3.5;0;0.77;2.1;3.7;0;0.75;2.2;3.8;0;0.73;2.4;4.1;0;0.69;;1.1;2.5;0.94;3.4;0.78;4.1;1.5;10;2;18;;0.98;110;1100;0;9;160;2320;0;13.5;308;5852;0;18;1100;25850;0;22.5;2090;58520;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;23.57;14;1.01;14;14;0;1;0;2.4;14.1;37.7;73.1;120.2;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;11;33;0;2;66;198;0;2;176;528;0;2;341;1023;0;2;561;1683;0;2;0.1571;6.4;15.7%;0;0.0056;179;0.56%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0589;17;5.89%;1;0;0;0;0;100%;';';';';1;4.33%;0%;73.5%;0%;300;0;-1;1.44%;4.63%;24.5%;78.6%;100;100;0;0.11%;1.04%;1.84%;17.7%;7.5;22.5;2;0.011%;0.17%;0.18%;2.95%;0.75;3.75;4;0.001%;0.042%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcher/SkeletonArcher_Fab;white;ai_missile;missile;ArcherLightning_Missile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;0
;ArcherMossLightning;very fast attack;31ArcherMossLightning;3;0;;Minion;enemy;;;;Rng;;Nuk;;;;Mob;;Skeletal;Lightning;Ranged;;fSkel;pSkel;#REF!;;;;;6 + 54s;;9;2.1;1;0%;6.9;18;2.6;0.022;9;0.5;0;0;0;TRUE;1;8;9;16;48;96;5.6;3;2;4;6;;1;1;1;1;1;1;1;1;1;;;1.9;3.4;0;0.8;2;3.5;0;0.77;2.1;3.7;0;0.75;2.2;3.8;0;0.73;2.4;4.1;0;0.69;;1.1;2.5;0.94;3.4;0.78;4.1;1.5;10;2;18;;0.98;110;1100;0;9;160;2320;0;13.5;308;5852;0;18;1100;25850;0;22.5;2090;58520;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;23.57;14;1.01;14;14;0;1;0;2.4;14.1;37.7;73.1;120.2;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;11;33;0;2;66;198;0;2;176;528;0;2;341;1023;0;2;561;1683;0;2;0.1571;6.4;15.7%;0;0.0056;179;0.56%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0589;17;5.89%;1;0;0;0;0;100%;';';';';1;4.33%;0%;73.5%;0%;300;0;-1;1.44%;4.63%;24.5%;78.6%;100;100;0;0.11%;1.04%;1.84%;17.7%;7.5;22.5;2;0.011%;0.17%;0.18%;2.95%;0.75;3.75;4;0.001%;0.042%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcherMoss/SkeletonArcherMoss_Fab;white;ai_missile;missile;ArcherLightning_Missile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;0
;ArcherPoison;;11ArcherPoison;1;0;;Minion;enemy;;;;Rng;DPS;;;;;;;Skeletal;Poison;Ranged;;fSkel;pSkel;#REF!;;;;;8 + 30s;;9;1.12;0.8;0%;9.6;20;2.09;0.022;5.8;0.5;ppoisoned_6s;0;0;TRUE;1;4;9;15;45;120;5.6;3;2;4;8;;1;1;1;1;1;1;1;1;1;;;1;2.1;0;1.14;1.06;2.2;0;1.11;1.12;2.3;0;1.08;1.18;2.4;0;1.05;1.24;2.5;0;1.03;;0.89;2;0.75;2.7;0.62;3.3;1.2;8.3;1.6;14;;0.84;88;880;0;9;128;1856;0;13.5;246;4674;0;18;880;20680;0;22.5;1672;46816;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;22.1;13;1.01;13;13;0;1;0;1.2;7.1;18.9;36.5;60.1;2;6;0;2;12;36;0;2;32;96;0;2;62;186;0;2;102;306;0;2;6;18;0;2;36;108;0;2;96;288;0;2;186;558;0;2;306;918;0;2;0.1473;6.8;14.7%;0;0.0053;189;0.53%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0553;18;5.53%;1;;;;;100%;';';';';1;4.06%;0%;73.5%;0%;300;0;-1;1.35%;4.35%;24.5%;78.6%;100;100;0;0.1%;0.98%;1.84%;17.7%;7.5;22.5;2;0.01%;0.16%;0.18%;2.95%;0.75;3.75;4;0.001%;0.039%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcher/SkeletonArcher_Fab;poisongreen;ai_missile;missile;ArcherPoison_Missile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;ArcherSandPoison;;21ArcherSandPoison;2;0;;Minion;enemy;;;;Rng;DPS;;;;;;;Skeletal;Poison;Ranged;;fSkel;pSkel;#REF!;;;;;8 + 30s;;9;1.12;0.8;0%;9.6;20;2.09;0.022;5.8;0.5;ppoisoned_6s;0;0;TRUE;1;4;9;15;45;120;5.6;3;2;4;8;;1;1;1;1;1;1;1;1;1;;;1;2.1;0;1.14;1.06;2.2;0;1.11;1.12;2.3;0;1.08;1.18;2.4;0;1.05;1.24;2.5;0;1.03;;0.89;2;0.75;2.7;0.62;3.3;1.2;8.3;1.6;14;;0.84;88;880;0;9;128;1856;0;13.5;246;4674;0;18;880;20680;0;22.5;1672;46816;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;22.1;13;1.01;13;13;0;1;0;1.2;7.1;18.9;36.5;60.1;2;6;0;2;12;36;0;2;32;96;0;2;62;186;0;2;102;306;0;2;6;18;0;2;36;108;0;2;96;288;0;2;186;558;0;2;306;918;0;2;0.1473;6.8;14.7%;0;0.0053;189;0.53%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0553;18;5.53%;1;0;0;0;0;100%;';';';';1;4.06%;0%;73.5%;0%;300;0;-1;1.35%;4.35%;24.5%;78.6%;100;100;0;0.1%;0.98%;1.84%;17.7%;7.5;22.5;2;0.01%;0.16%;0.18%;2.95%;0.75;3.75;4;0.001%;0.039%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcher/SkeletonArcher_Fab;poisongreen;ai_missile;missile;ArcherPoison_Missile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;0
;ArcherMossPoison;ms as slow poison attack;31ArcherMossPoison;3;0;;Minion;enemy;;;;Rng;DPS;;;;;;;Skeletal;Poison;Ranged;;fSkel;pSkel;#REF!;;;;;8 + 30s;;9;1.12;0.8;0%;9.6;20;2.09;0.022;5.8;0.5;ppoisoned_6s;0;0;TRUE;1;4;9;15;45;120;5.6;3;2;4;8;;1;1;1;1;1;1;1;1;1;;;1;2.1;0;1.14;1.06;2.2;0;1.11;1.12;2.3;0;1.08;1.18;2.4;0;1.05;1.24;2.5;0;1.03;;0.89;2;0.75;2.7;0.62;3.3;1.2;8.3;1.6;14;;0.84;88;880;0;9;128;1856;0;13.5;246;4674;0;18;880;20680;0;22.5;1672;46816;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;22.1;13;1.01;13;13;0;1;0;1.2;7.1;18.9;36.5;60.1;2;6;0;2;12;36;0;2;32;96;0;2;62;186;0;2;102;306;0;2;6;18;0;2;36;108;0;2;96;288;0;2;186;558;0;2;306;918;0;2;0.1473;6.8;14.7%;0;0.0053;189;0.53%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0553;18;5.53%;1;0;0;0;0;100%;';';';';1;4.06%;0%;73.5%;0%;300;0;-1;1.35%;4.35%;24.5%;78.6%;100;100;0;0.1%;0.98%;1.84%;17.7%;7.5;22.5;2;0.01%;0.16%;0.18%;2.95%;0.75;3.75;4;0.001%;0.039%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcherMoss/SkeletonArcherMoss_Fab;green;ai_missile;missile;ArcherPoison_Missile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;0
;ArcherRapidFire;;11ArcherRapidFire;1;0;;Minion;enemy;;;;Rng;;Nuk;Con;;;;;Skeletal;Ranged;;;fSkel;pSkel;#REF!;;;;;4 + 74s;;5;1.34;0.7;0%;11.8;9;0.76;0.022;6;0;0;0;0;TRUE;1;11;5;19;57;76;10;3;2;4;4;;1;1;1;1;1;1;1;1;1;;;1.2;2.4;0;1.04;1.27;2.6;0;1.01;1.34;2.7;0;0.98;1.42;2.8;0;0.95;1.49;2.9;0;0.93;;0.78;1.7;0.65;2.4;0.55;2.9;1;7.2;1.4;12;;0.7;77;770;0;9;112;1624;0;13.5;216;4104;0;18;770;18095;0;22.5;1463;40964;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;22.87;14;1;14;14;0;1;0;2.3;13.7;36.6;70.9;116.7;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;10.5;33;0;2;66;198;0;2;176;528;0;2;341;1023;0;2;561;1683;0;2;0.1525;6.6;15.3%;0;0.0054;17;5.72%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0572;21;5.72%;1;;;;;100%;';';';';1;4.2%;0%;73.5%;0%;300;0;-1;1.4%;4.5%;24.5%;78.6%;100;100;0;0.11%;1.01%;1.84%;17.7%;7.5;22.5;2;0.01%;0.17%;0.18%;2.95%;0.75;3.75;4;0.001%;0.041%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcher/SkeletonArcher_Fab;red;ai_missile;missile;ArcherRapidFire_Missile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;ArcherSandRapidFire;;21ArcherSandRapidFire;2;0;;Minion;enemy;;;;Rng;;Nuk;Con;;;;;Skeletal;Ranged;;;fSkel;pSkel;#REF!;;;;;4 + 74s;;5;1.34;0.7;0%;11.8;9;0.76;0.022;6;0;0;0;0;TRUE;1;11;5;19;57;76;10;3;2;4;4;;1;1;1;1;1;1;1;1;1;;;1.2;2.4;0;1.04;1.27;2.6;0;1.01;1.34;2.7;0;0.98;1.42;2.8;0;0.95;1.49;2.9;0;0.93;;0.78;1.7;0.65;2.4;0.55;2.9;1;7.2;1.4;12;;0.7;77;770;0;9;112;1624;0;13.5;216;4104;0;18;770;18095;0;22.5;1463;40964;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;22.87;14;1;14;14;0;1;0;2.3;13.7;36.6;70.9;116.7;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;11;33;0;2;66;198;0;2;176;528;0;2;341;1023;0;2;561;1683;0;2;0.1525;6.6;15.3%;0;0.0054;17;5.72%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0572;21;5.72%;1;0;0;0;0;100%;';';';';1;4.2%;0%;73.5%;0%;300;0;-1;1.4%;4.5%;24.5%;78.6%;100;100;0;0.11%;1.01%;1.84%;17.7%;7.5;22.5;2;0.01%;0.17%;0.18%;2.95%;0.75;3.75;4;0.001%;0.041%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcher/SkeletonArcher_Fab;red;ai_missile;missile;ArcherRapidFire_Missile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;0
;ArcherMossRapidFire;rapid attack;31ArcherMossRapidFire;3;0;;Minion;enemy;;;;Rng;;Nuk;Con;;;;;Skeletal;Ranged;;;fSkel;pSkel;#REF!;;;;;4 + 74s;;5;1.34;0.7;0%;11.8;9;0.76;0.022;6;0;0;0;0;TRUE;1;11;5;19;57;76;10;3;2;4;4;;1;1;1;1;1;1;1;1;1;;;1.2;2.4;0;1.04;1.27;2.6;0;1.01;1.34;2.7;0;0.98;1.42;2.8;0;0.95;1.49;2.9;0;0.93;;0.78;1.7;0.65;2.4;0.55;2.9;1;7.2;1.4;12;;0.7;77;770;0;9;112;1624;0;13.5;216;4104;0;18;770;18095;0;22.5;1463;40964;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;22.87;14;1;14;14;0;1;0;2.3;13.7;36.6;70.9;116.7;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;11;33;0;2;66;198;0;2;176;528;0;2;341;1023;0;2;561;1683;0;2;0.1525;6.6;15.3%;0;0.0054;17;5.72%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0572;21;5.72%;1;0;0;0;0;100%;';';';';1;4.2%;0%;73.5%;0%;300;0;-1;1.4%;4.5%;24.5%;78.6%;100;100;0;0.11%;1.01%;1.84%;17.7%;7.5;22.5;2;0.01%;0.17%;0.18%;2.95%;0.75;3.75;4;0.001%;0.041%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcherMoss/SkeletonArcherMoss_Fab;red;ai_missile;missile;ArcherRapidFire_Missile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;0
;ArcherShadow;;11ArcherShadow;1;0;;Minion;enemy;;;;Rng;;;Con;;;;;Skeletal;Shadow;Ranged;;fSkel;pSkel;#REF!;;;;;4 + 66s;;9;3.1;1.1;0%;14.5;34;2.34;0.018;6;0;pweakened_8s;0;0;TRUE;1;7;9;21;63;84;5.6;3;2;4;4;;1;1;1;1;1;1;1;1;1;;;2.8;4.5;0;0.62;3;4.8;0;0.59;3.1;4.9;0;0.57;3.3;5.1;0;0.55;3.5;5.3;0;0.52;;1.2;2.7;1;3.7;0.86;4.5;1.6;11;2.2;19;;1.12;121;1210;0;9;175;2538;0;13.5;339;6441;0;18;1210;28435;0;22.5;2299;64372;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|;30.91;19;1.01;19;19;0;1;0;3.1;18.5;49.5;95.8;157.7;4;12;0;2;24;72;0;2;64;192;0;2;124;372;0;2;204;612;0;2;10.5;33;0;2;66;198;0;2;176;528;0;2;341;1023;0;2;561;1683;0;2;0.2061;4.9;20.6%;0;0.0074;135;0.74%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0773;13;7.73%;1;;;;;100%;';';';';1;5.68%;0%;73.5%;0%;300;0;-1;1.89%;6.08%;24.5%;78.6%;100;100;0;0.14%;1.37%;1.84%;17.7%;7.5;22.5;2;0.014%;0.23%;0.18%;2.95%;0.75;3.75;4;0.002%;0.055%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/SkeletonArcher/SkeletonArcher_Fab;darkmetal;ai_missile;missile;ArcherShadow_Missile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
