;;#;team;#;#;#;#;#;#;#dmg;#;#;#;#;#;#;#;#;#;#hits;#;#;#;#;#;#;#;#;#;npow1;#npow1;#_tsca;_gro;npow2;#npow2;#_tsca;_gro;npow3;#npow3;#_tsca;_gro;npow4;#npow4;#_tsca;_gro;npow5;#npow5;#_tsca;_gro;#powB;mpow1;#mpow1;#_tsca;_gro;mpow2;#mpow2;#_tsca;_gro;mpow3;#mpow3;#_tsca;_gro;mpow4;#mpow4;#_tsca;_gro;mpow5;#mpow5;#_tsca;_gro;#atB;tim1;#tim1;#_tsca;_gro;tim2;#tim2;#_tsca;_gro;tim3;#tim3;#_tsca;_gro;tim4;#tim4;#_tsca;_gro;tim5;#tim5;#_tsca;_gro;tim2;#tim2;_gro;are;#are;_gro;aicd;#aicd;_gro;min_a;#min_a;_gro;max_a;#max_a;_gro;rng;#rng;_gro;dis;#dis;_gro;aim;#aim;_gro;dur;#dur;_gro;#vlcB;vlc1;#vlc1;#_tsca;_gro;vlc2;#vlc2;#_tsca;_gro;vlc3;#vlc3;#_tsca;_gro;vlc4;#vlc4;#_tsca;_gro;vlc5;#vlc5;#_tsca;_gro;kbk;#kbk;_gro;pnc;#pnc;_gro;bnc;#bnc;_gro;cnt;#cnt;_gro;ang;#ang;_gro;chg;#chg;_gro;col;#col;_gro;rct;#rct;_gro;int;#int;_gro;aipr;#aipr;_gro;st1;#st1;_gro;st2;#st2;_gro;st3;#st3;_gro;tap;#tap;#_gro;Stat Scaling;;;;;;;;;;;;;;;#;ability_type;a1p1;a1p1v1;a1p2;a1p2v1;a1p3;a1p3v1;a1p4;a1p4v1;a1p5;a1p5v1;a1p6;a1p6v1;a1p7;a1p7v1;a1_status;a1_status_val;eol;warning;flash;#base_subtype
;TreantEarthE_PointCast;;enemy;point_cast;0;3;03point_cast;point_cast03;;8.4;16.2;13.8;28.8;19.8;40;51.8;100.8;87.8;162;6;3.1;7.2;3.5;10.1;5;6.8;3.5;5.7;3.1;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;1.4;1.25;0;0.12;1.35;1.21;0;0.1175;1.3;1.17;0;0.115;1.25;1.12;0;0.1125;1.21;1.09;0;0.1105;;;;3.2;4.48;0.4;1;0.59;0.7;1.2;1.2;0;6;9;0.5;9;13.5;0.5;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.68;point_cast;prefab;Entities/Monsters/Treant/RootsCast_Fab;;;;;;;;;;;;;status;pimmobilized_0.9s;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;TreantUnholyE_PointCast;;enemy;point_cast;0;3;03point_cast;point_cast03;;8.4;16.2;13.8;28.8;19.8;40;51.8;100.8;87.8;162;6;3.1;7.2;3.5;10.1;5;6.8;3.5;5.7;3.1;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;1.4;1.25;0;0.12;1.35;1.21;0;0.1175;1.3;1.17;0;0.115;1.25;1.12;0;0.1125;1.21;1.09;0;0.1105;;;;3.2;4.48;0.4;1;0.59;0.7;1.2;1.2;0;6;9;0.5;9;13.5;0.5;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.68;point_cast;prefab;Entities/Monsters/Treant/RootsCast_Fab;;;;;;;;;;;;;status;pimmobilized_0.9s;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;Treant_Slash;;enemy;melee;0;3;03melee;melee03;;4.4;8.5;7.3;15.3;10.3;20.8;27.4;53.2;46.2;85.2;11.4;5.9;13.7;6.5;19.4;9.6;12.8;6.6;10.8;5.9;4.7;9.4;0;1;8.5;17;0;1;13;26;0;1;38;76;0;1;71;142;0;1;;4.7;9.4;0;1;8.5;17;0;1;13;26;0;1;38;76;0;1;71;142;0;1;;1.8;1.58;0;0.14;1.73;1.52;0;0.1365;1.67;1.47;0;0.1335;1.61;1.42;0;0.1305;1.55;1.37;0;0.1275;;;;3;4.2;0.4;1.5;0.88;0.7;0;;0;1.86;1.86;0;1.4;1.4;0;;;;40;52;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.68;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrong_Fab;distance;1.4;yoffset;0;allow_move;TRUE;;;anim_index;1;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;TreantBloodE_Slash;;enemy;melee;0;3;03melee;melee03;;8.4;16.2;13.8;28.8;19.8;40;51.8;100.8;87.8;162;6;3.1;7.2;3.5;10.1;5;6.8;3.5;5.7;3.1;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;1.8;1.58;0;0.14;1.73;1.52;0;0.1365;1.67;1.47;0;0.1335;1.61;1.42;0;0.1305;1.55;1.37;0;0.1275;;;;2;2.8;0.4;0.5;0.29;0.7;0;;0;1.66;1.66;0;1.3;1.3;0;;;;40;52;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.68;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrong_Fab;distance;1.3;yoffset;0;allow_move;TRUE;;;anim_index;1;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;TreantEarthE_Slash;;enemy;melee;0;3;03melee;melee03;;8.4;16.2;13.8;28.8;19.8;40;51.8;100.8;87.8;162;6;3.1;7.2;3.5;10.1;5;6.8;3.5;5.7;3.1;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;1.8;1.58;0;0.14;1.73;1.52;0;0.1365;1.67;1.47;0;0.1335;1.61;1.42;0;0.1305;1.55;1.37;0;0.1275;;;;2;2.8;0.4;0.5;0.29;0.7;0;;0;1.66;1.66;0;1.3;1.3;0;;;;40;52;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.68;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrong_Fab;distance;1.3;yoffset;0;allow_move;TRUE;;;anim_index;1;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;TreantUnholyE_Slash;;enemy;melee;0;3;03melee;melee03;;8.4;16.2;13.8;28.8;19.8;40;51.8;100.8;87.8;162;6;3.1;7.2;3.5;10.1;5;6.8;3.5;5.7;3.1;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;9;18;0;1;16;32;0;1;25;50;0;1;72;144;0;1;135;270;0;1;;1.8;1.58;0;0.14;1.73;1.52;0;0.1365;1.67;1.47;0;0.1335;1.61;1.42;0;0.1305;1.55;1.37;0;0.1275;;;;2;2.8;0.4;0.5;0.29;0.7;0;;0;1.66;1.66;0;1.3;1.3;0;;;;40;52;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.68;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrong_Fab;distance;1.3;yoffset;0;allow_move;TRUE;;;anim_index;1;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;Treant_Teleport;;enemy;mon_teleport;0;3;03mon_teleport;mon_teleport03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.52;2.14;0;0.176;2.42;2.07;0;0.171;2.33;2;0;0.1665;2.25;1.94;0;0.1625;2.17;1.87;0;0.1585;;;;;;;6;6;0;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;1;1;x;1;1;1;1;1;x;0.68;mon_teleport;;;;;;;;;;;;;;;;;0;;FALSE;
;TentacleRoot_Slash;;enemy;melee;0;3;03melee;melee03;;3.2;6.1;5.2;10.8;7.5;15.2;19.4;37.8;33.2;61.2;15.6;8.2;19.2;9.3;26.7;13.2;18;9.3;15.1;8.2;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;3.4;6.8;0;1;6.1;12;0;1;9.5;19;0;1;27;54;0;1;51;102;0;1;;2;1.74;0;0.15;1.92;1.68;0;0.146;1.85;1.62;0;0.1425;1.79;1.57;0;0.1395;1.72;1.51;0;0.136;;;;3;4.2;0.4;2;1.18;0.7;0;;0;3.5;3.5;0;1.2;1.2;0;;;;30;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.48;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SavageSlashTight_Fab;distance;1.2;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_TightSlash_Fab;TRUE;
;TentacleRootBlood_Slash;;enemy;melee;0;3;03melee;melee03;;1.1;2.2;1.9;4;2.7;5.4;6.9;13.3;11.7;21.6;45.5;22.7;52.6;25;74.1;37;50.7;26.3;42.7;23.1;1.2;2.4;0;1;2.2;4.4;0;1;3.4;6.8;0;1;9.6;19;0;1;18;36;0;1;;1.2;2.4;0;1;2.2;4.4;0;1;3.4;6.8;0;1;9.6;19;0;1;18;36;0;1;;2;1.74;0;0.15;1.92;1.68;0;0.146;1.85;1.62;0;0.1425;1.79;1.57;0;0.1395;1.72;1.51;0;0.136;;;;2;2.8;0.4;2;1.18;0.7;0;;0;2.3;2.3;0;1.1;1.1;0;;;;40;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;0.8;1;1;1;x;x;x;x;1;x;x;x;x;0.48;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SavageSlashTight_Fab;distance;1.1;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_TightSlash_Fab;TRUE;
;ForestSpirit_Attach;charges up an attach towards a mob then vlc towards it. While flying in attachment has 1.0 barrier (cant be gethit). thrown 300 rng from attacked direction / random if none. After detach Wisp_Attach starts its cooldown. Tries to maintain XtoY distance from player planetary orbiting around u. Its natural movement has noise;enemy;mon_attach;0;3;03mon_attach;mon_attach03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.58592;1.41;0;0.129296;1.53;1.36;0;0.1265;1.47;1.31;0;0.1235;1.42;1.27;0;0.121;1.37;1.22;0;0.1185;;;;;;;8;2;3;0;;0;8;8;0;2;2;0;;;;;;;;;;;6.8;8.4;0;0.24;7.2;8.9;0;0.23;7.6;9.3;0;0.22;8;9.7;0;0.21;8.4;10.1;0;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;x;x;1;x;x;1;1;x;x;0.65;x;x;x;x;x;0.43;mon_attach;passive;ForestSpirit_Attached;invul;TRUE;;;;;;;;;;;;;0;;FALSE;
;ForestSpiritE_Attach;charges up an attach towards a mob then vlc towards it. While flying in attachment has 1.0 barrier (cant be gethit). thrown 300 rng from attacked direction / random if none. After detach Wisp_Attach starts its cooldown. Tries to maintain XtoY distance from player planetary orbiting around u. Its natural movement has noise;enemy;mon_attach;0;3;03mon_attach;mon_attach03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.58592;1.41;0;0.129296;1.53;1.36;0;0.1265;1.47;1.31;0;0.1235;1.42;1.27;0;0.121;1.37;1.22;0;0.1185;;;;;;;4;1;3;0;;0;8;8;0;2;2;0;;;;;;;;;;;6.8;8.4;0;0.24;7.2;8.9;0;0.23;7.6;9.3;0;0.22;8;9.7;0;0.21;8.4;10.1;0;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;x;x;1;x;x;1;1;x;x;0.65;x;x;x;x;x;0.43;mon_attach;passive;ForestSpiritE_Attached;invul;TRUE;;;;;;;;;;;;;0;;FALSE;
;Wraith_Dash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;5.3;9.9;8.6;18;12.6;25.6;33.1;64.4;55.9;103.2;9.4;5.1;11.6;5.6;15.9;7.8;10.6;5.4;8.9;4.8;5.7;11;0;1;10;20;0;1;16;32;0;1;46;92;0;1;86;172;0;1;;5.7;11;0;1;10;20;0;1;16;32;0;1;46;92;0;1;86;172;0;1;;3.64;2.96;0;0.23;3.5;2.86;0;0.225;3.37;2.77;0;0.2185;3.25;2.68;0;0.2125;3.14;2.6;0;0.207;;;;;;;5.8;3.41;0.7;0;;0;6.8;8.02;0.18;;;;8;9.4;0.18;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;0.5;x;x;x;x;1;x;x;x;x;0.43;mon_dash;;;;;;;;;;;;;;;;;0;;FALSE;
;WraithLightning_Dash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;5.3;9.9;8.6;18;12.6;25.6;33.1;64.4;55.9;103.2;9.4;5.1;11.6;5.6;15.9;7.8;10.6;5.4;8.9;4.8;5.7;11;0;1;10;20;0;1;16;32;0;1;46;92;0;1;86;172;0;1;;5.7;11;0;1;10;20;0;1;16;32;0;1;46;92;0;1;86;172;0;1;;3.64;2.96;0;0.23;3.5;2.86;0;0.225;3.37;2.77;0;0.2185;3.25;2.68;0;0.2125;3.14;2.6;0;0.207;;;;;;;5.8;3.41;0.7;0;;0;6.8;8.02;0.18;;;;8;9.4;0.18;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;0.5;x;x;x;x;1;x;x;x;x;0.43;mon_dash;;;;;;;;;;;;;;;;;0;;FALSE;
;WraithFireE_Dash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;6.3;12.6;10.3;21.6;15;30.4;38.9;75.6;66.3;122.4;7.9;4;9.7;4.6;13.3;6.6;9;4.6;7.5;4.1;6.8;14;0;1;12;24;0;1;19;38;0;1;54;108;0;1;102;204;0;1;;6.8;14;0;1;12;24;0;1;19;38;0;1;54;108;0;1;102;204;0;1;;3.38;2.77;0;0.22;3.25;2.68;0;0.2125;3.13;2.59;0;0.2065;3.02;2.51;0;0.201;2.91;2.43;0;0.1955;;;;;;;2.8;1.65;0.7;0;;0;5.4;6.59;0.22;;;;6.2;7.6;0.22;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;0.5;x;x;x;x;1;x;x;x;x;0.43;mon_dash;;;;;;;;;;;;;;;;;0;;FALSE;
;WraithNatureE_Dash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;6.3;12.6;10.3;21.6;15;30.4;38.9;75.6;66.3;122.4;7.9;4;9.7;4.6;13.3;6.6;9;4.6;7.5;4.1;6.8;14;0;1;12;24;0;1;19;38;0;1;54;108;0;1;102;204;0;1;;6.8;14;0;1;12;24;0;1;19;38;0;1;54;108;0;1;102;204;0;1;;3.965;3.18;0;0.25;3.82;3.08;0;0.241;3.68;2.98;0;0.234;3.54;2.89;0;0.227;3.42;2.8;0;0.221;;;;;;;2.8;1.65;0.7;0;;0;6.8;8.02;0.18;;;;8;9.4;0.18;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;0.5;x;x;x;x;1;x;x;x;x;0.43;mon_dash;;;;;;;;;;;;;;;status;pimmobilized_0.9s;0;;FALSE;
;WraithBloodE_Dash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;1.1;2.2;1.9;4;2.7;5.4;6.9;13.3;11.7;21.6;45.5;22.7;52.6;25;74.1;37;50.7;26.3;42.7;23.1;1.2;2.4;0;1;2.2;4.4;0;1;3.4;6.8;0;1;9.6;19;0;1;18;36;0;1;;1.2;2.4;0;1;2.2;4.4;0;1;3.4;6.8;0;1;9.6;19;0;1;18;36;0;1;;1.56;1.38;0;0.13;1.5;1.33;0;0.125;1.44;1.28;0;0.122;1.39;1.24;0;0.1195;1.34;1.2;0;0.117;;;;;;;0.8;0.47;0.7;0;;0;8;11.04;0.38;;;;3.5;4.8;0.38;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;0.5;x;x;x;x;1;x;x;x;x;0.43;mon_dash;;;;;;;;;;;;;;;;;0;;FALSE;
;Wraith_Move;;enemy;mon_special_move;0;3;03mon_special_move;mon_special_move03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;;;;;;;4.6;2.71;0.7;1.4;1.4;0;2.2;3.3;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;0.5;x;x;x;x;1;x;x;x;x;0.43;mon_special_move;;;;;;;;;;;;;;;;;0;;FALSE;
;WraithNatureE_Move;;enemy;mon_special_move;0;3;03mon_special_move;mon_special_move03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;;;;;;;0.8;0.47;0.7;1.4;1.4;0;2;3;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;0.5;x;x;x;x;1;x;x;x;x;0.43;mon_special_move;;;;;;;;;;;;;;;;;0;;FALSE;
;WraithBloodE_Move;;enemy;mon_special_move;0;3;03mon_special_move;mon_special_move03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;0.01;0.01;0;0.0505;;;;;;;0;;0.7;1.4;1.4;0;1.7;2.55;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;0.5;x;x;x;x;1;x;x;x;x;0.43;mon_special_move;;;;;;;;;;;;;;;;;0;;FALSE;
;Golem_Slash;;enemy;melee;0;1;01melee;melee01;;7.4;14.4;12;25.2;17.4;35.2;46.1;89.6;78;144;6.8;3.5;8.3;4;11.5;5.7;7.6;3.9;6.4;3.5;8;16;0;1;14;28;0;1;22;44;0;1;64;128;0;1;120;240;0;1;;8;16;0;1;14;28;0;1;22;44;0;1;64;128;0;1;120;240;0;1;;2.28;1.97;0;0.16;2.19;1.89;0;0.16;2.11;1.82;0;0.16;2.04;1.77;0;0.15;1.97;1.71;0;0.15;;;;3;4.2;0.4;0;;0.7;0;;0;1.54;1.54;0;1.09;1.1;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.36;melee;prefab;Entities/Monsters/Zombie/ZombieSlash_Fab;distance;1.09;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;SwordKrom_Slash;;enemy;melee;0;1;01melee;melee01;;1.1;2.2;1.9;4;2.7;5.4;6.9;13.3;11.7;21.6;45.5;22.7;52.6;25;74.1;37;50.7;26.3;42.7;23.1;1.2;2.4;0;1;2.2;4.4;0;1;3.4;6.8;0;1;9.6;19;0;1;18;36;0;1;;1.16666666666667;2.4;0;1;2.2;4.4;0;1;3.4;6.8;0;1;9.6;19;0;1;18;36;0;1;;1.944;1.69;0;0.15;1.87;1.64;0;0.14;1.8;1.58;0;0.14;1.73;1.52;0;0.14;1.67;1.48;0;0.13;;;;0.8;1.12;0.4;0;;0.7;0;;0;0.86;0.86;0;0.6;0.6;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashBlood_Fab;distance;0.6;yoffset;0;allow_move;TRUE;;;;;;;status;ruptured;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;RavenMort_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.4;2.7;2.3;4.9;3.3;6.7;8.6;16.8;15;27.6;35.7;18.5;43.5;20.4;60.6;29.9;40.7;20.8;33.3;18.1;1.5;3;0;1;2.7;5.4;0;1;4.2;8.4;0;1;12;24;0;1;23;46;0;1;;1.5;3;0;1;2.7;5.4;0;1;4.2;8.4;0;1;12;24;0;1;23;46;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;status;doomed;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;ArcherMort_Missile;;enemy;missile;0;1;01missile;missile01;;1.4;2.7;2.3;4.9;3.3;6.7;8.6;16.8;15;27.6;35.7;18.5;43.5;20.4;60.6;29.9;40.7;20.8;33.3;18.1;1.5;3;0;1;2.7;5.4;0;1;4.2;8.4;0;1;12;24;0;1;23;46;0;1;;1.5;3;0;1;2.7;5.4;0;1;4.2;8.4;0;1;12;24;0;1;23;46;0;1;;3.36;2.75;0;0.22;3.23;2.67;0;0.21;3.11;2.57;0;0.21;3;2.5;0;0.2;2.9;2.42;0;0.2;;;;0.014;0.02;0.4;0;;0.7;0;;0;6;9;0.5;8;12;0.5;;;;0;;0;;;;;6.8;8.4;0;0.24;7.2;8.9;0;0.23;7.6;12.5;0;0.22;8;9.7;0;0.21;8.4;10.1;0;0.2;;;0;4;4;0;;;;1;1;0;15;15;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;0.7;0.7;0;1;1;1;1;0.66;1;1;1;x;0.65;1;1;1;1;x;0.31;missile;prefab;Entities/Monsters/_Shared/_S_MonMissileArrowAim_Fab;;;;;;;;;impact_cd;0.3;;;;;0;;TRUE;
;SkeletonMort_Slash;;enemy;melee;0;1;01melee;melee01;;1.4;2.7;2.3;4.9;3.3;6.7;8.6;16.8;15;27.6;35.7;18.5;43.5;20.4;60.6;29.9;40.7;20.8;33.3;18.1;1.5;3;0;1;2.7;5.4;0;1;4.2;8.4;0;1;12;24;0;1;23;46;0;1;;1.5;3;0;1;2.7;5.4;0;1;4.2;8.4;0;1;12;24;0;1;23;46;0;1;;1.848;1.62;0;0.14;1.78;1.56;0;0.14;1.71;1.5;0;0.14;1.65;1.46;0;0.13;1.59;1.41;0;0.13;;;;0.7;0.98;0.4;0;;0.7;0;;0;0.83;0.83;0;0.58;0.6;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashSpecter_Fab;distance;0.58;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;FoxFire_Slash;;enemy;melee;0;1;01melee;melee01;;2.5;4.9;4.2;8.8;6;12;15.8;30.8;26.7;49.2;20;10.2;23.8;11.4;33.3;16.7;22.2;11.4;18.7;10.2;2.7;5.4;0;1;4.9;9.8;0;1;7.6;15;0;1;22;44;0;1;41;82;0;1;;2.66666666666667;5.4;0;1;4.9;9.8;0;1;7.6;15;0;1;22;44;0;1;41;82;0;1;;1.872;1.64;0;0.14;1.8;1.58;0;0.14;1.73;1.52;0;0.14;1.67;1.48;0;0.13;1.61;1.42;0;0.13;;;;0.7;0.98;0.4;0;;0.7;0;;0;0.83;0.83;0;0.58;0.6;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;melee;prefab;Entities/Summons/Fox/FoxSlash_Fab;distance;0.58;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Trapezoid_Fab;TRUE;
